year,month,day,hour,Prijs
2015,2,9,18,0.048
2015,2,9,19,0.04457
2015,2,9,20,0.03991
2015,2,9,21,0.035
2015,2,9,22,0.03296
2015,2,9,23,0.03476
2015,2,10,0,0.03742
2015,2,10,1,0.03672
2015,2,10,2,0.0362
2015,2,10,3,0.0339
2015,2,10,4,0.0328
2015,2,10,5,0.0321
2015,2,10,6,0.03822
2015,2,10,7,0.05295
2015,2,10,8,0.049
2015,2,10,9,0.04597
2015,2,10,10,0.04797
2015,2,10,11,0.04997
2015,2,10,12,0.04727
2015,2,10,13,0.04695
2015,2,10,14,0.046
2015,2,10,15,0.047
2015,2,10,16,0.05038
2015,2,10,17,0.06141
2015,2,10,18,0.08494
2015,2,10,19,0.06282
2015,2,10,20,0.05166
2015,2,10,21,0.04409
2015,2,10,22,0.04454
2015,2,10,23,0.04212
2015,2,11,0,0.03994
2015,2,11,1,0.03964
2015,2,11,2,0.03641
2015,2,11,3,0.03583
2015,2,11,4,0.034
2015,2,11,5,0.0331
2015,2,11,6,0.04597
2015,2,11,7,0.06014
2015,2,11,8,0.06491
2015,2,11,9,0.05991
2015,2,11,10,0.05422
2015,2,11,11,0.05385
2015,2,11,12,0.04906
2015,2,11,13,0.04882
2015,2,11,14,0.04793
2015,2,11,15,0.0498
2015,2,11,16,0.05086
2015,2,11,17,0.05848
2015,2,11,18,0.08137
2015,2,11,19,0.06522
2015,2,11,20,0.05562
2015,2,11,21,0.046
2015,2,11,22,0.04794
2015,2,11,23,0.04244
2015,2,12,0,0.04656
2015,2,12,1,0.04174
2015,2,12,2,0.03918
2015,2,12,3,0.03782
2015,2,12,4,0.0362
2015,2,12,5,0.0362
2015,2,12,6,0.04995
2015,2,12,7,0.06336
2015,2,12,8,0.0706
2015,2,12,9,0.06081
2015,2,12,10,0.05381
2015,2,12,11,0.04996
2015,2,12,12,0.04491
2015,2,12,13,0.0439
2015,2,12,14,0.04394
2015,2,12,15,0.04547
2015,2,12,16,0.04996
2015,2,12,17,0.05758
2015,2,12,18,0.072
2015,2,12,19,0.06994
2015,2,12,20,0.05498
2015,2,12,21,0.04672
2015,2,12,22,0.04329
2015,2,12,23,0.04494
2015,2,13,0,0.05073
2015,2,13,1,0.04907
2015,2,13,2,0.0453
2015,2,13,3,0.04078
2015,2,13,4,0.03943
2015,2,13,5,0.04171
2015,2,13,6,0.04542
2015,2,13,7,0.05825
2015,2,13,8,0.05784
2015,2,13,9,0.05997
2015,2,13,10,0.05659
2015,2,13,11,0.05505
2015,2,13,12,0.05238
2015,2,13,13,0.04989
2015,2,13,14,0.0478
2015,2,13,15,0.04419
2015,2,13,16,0.0432
2015,2,13,17,0.04575
2015,2,13,18,0.05149
2015,2,13,19,0.05536
2015,2,13,20,0.04996
2015,2,13,21,0.04463
2015,2,13,22,0.04693
2015,2,13,23,0.04388
2015,2,14,0,0.0413
2015,2,14,1,0.03619
2015,2,14,2,0.03568
2015,2,14,3,0.03318
2015,2,14,4,0.02768
2015,2,14,5,0.03123
2015,2,14,6,0.03393
2015,2,14,7,0.03612
2015,2,14,8,0.0378
2015,2,14,9,0.04402
2015,2,14,10,0.05012
2015,2,14,11,0.0699
2015,2,14,12,0.0559
2015,2,14,13,0.04494
2015,2,14,14,0.04262
2015,2,14,15,0.04241
2015,2,14,16,0.04291
2015,2,14,17,0.05924
2015,2,14,18,0.0699
2015,2,14,19,0.05087
2015,2,14,20,0.04994
2015,2,14,21,0.04261
2015,2,14,22,0.04271
2015,2,14,23,0.04376
2015,2,15,0,0.04244
2015,2,15,1,0.03955
2015,2,15,2,0.03675
2015,2,15,3,0.03338
2015,2,15,4,0.03112
2015,2,15,5,0.03034
2015,2,15,6,0.03309
2015,2,15,7,0.03292
2015,2,15,8,0.03672
2015,2,15,9,0.04312
2015,2,15,10,0.04223
2015,2,15,11,0.04327
2015,2,15,12,0.04545
2015,2,15,13,0.04148
2015,2,15,14,0.038
2015,2,15,15,0.03994
2015,2,15,16,0.04
2015,2,15,17,0.04388
2015,2,15,18,0.07496
2015,2,15,19,0.05994
2015,2,15,20,0.05492
2015,2,15,21,0.05315
2015,2,15,22,0.05433
2015,2,15,23,0.04974
2015,2,16,0,0.04941
2015,2,16,1,0.04423
2015,2,16,2,0.04352
2015,2,16,3,0.04235
2015,2,16,4,0.03926
2015,2,16,5,0.04443
2015,2,16,6,0.05097
2015,2,16,7,0.05895
2015,2,16,8,0.05424
2015,2,16,9,0.06434
2015,2,16,10,0.06673
2015,2,16,11,0.05999
2015,2,16,12,0.0633
2015,2,16,13,0.06149
2015,2,16,14,0.05401
2015,2,16,15,0.04987
2015,2,16,16,0.05246
2015,2,16,17,0.05476
2015,2,16,18,0.06534
2015,2,16,19,0.04745
2015,2,16,20,0.045
2015,2,16,21,0.05301
2015,2,16,22,0.04971
2015,2,16,23,0.04842
2015,2,17,0,0.04494
2015,2,17,1,0.04211
2015,2,17,2,0.03994
2015,2,17,3,0.03733
2015,2,17,4,0.03626
2015,2,17,5,0.03605
2015,2,17,6,0.044
2015,2,17,7,0.05503
2015,2,17,8,0.05555
2015,2,17,9,0.05521
2015,2,17,10,0.05549
2015,2,17,11,0.049
2015,2,17,12,0.04355
2015,2,17,13,0.04332
2015,2,17,14,0.04351
2015,2,17,15,0.04454
2015,2,17,16,0.04492
2015,2,17,17,0.0496
2015,2,17,18,0.06251
2015,2,17,19,0.05692
2015,2,17,20,0.04994
2015,2,17,21,0.04643
2015,2,17,22,0.04744
2015,2,17,23,0.04363
2015,2,18,0,0.04046
2015,2,18,1,0.03723
2015,2,18,2,0.03607
2015,2,18,3,0.03432
2015,2,18,4,0.03495
2015,2,18,5,0.03557
2015,2,18,6,0.04791
2015,2,18,7,0.05462
2015,2,18,8,0.0578
2015,2,18,9,0.05833
2015,2,18,10,0.0542
2015,2,18,11,0.05044
2015,2,18,12,0.047
2015,2,18,13,0.04298
2015,2,18,14,0.04292
2015,2,18,15,0.04399
2015,2,18,16,0.04471
2015,2,18,17,0.0513
2015,2,18,18,0.05885
2015,2,18,19,0.05668
2015,2,18,20,0.048
2015,2,18,21,0.04493
2015,2,18,22,0.04212
2015,2,18,23,0.03994
2015,2,19,0,0.04494
2015,2,19,1,0.04149
2015,2,19,2,0.03974
2015,2,19,3,0.03942
2015,2,19,4,0.0387
2015,2,19,5,0.03929
2015,2,19,6,0.03971
2015,2,19,7,0.04793
2015,2,19,8,0.05593
2015,2,19,9,0.05916
2015,2,19,10,0.06
2015,2,19,11,0.048
2015,2,19,12,0.043
2015,2,19,13,0.048
2015,2,19,14,0.049
2015,2,19,15,0.04494
2015,2,19,16,0.04494
2015,2,19,17,0.04959
2015,2,19,18,0.05744
2015,2,19,19,0.04744
2015,2,19,20,0.0492
2015,2,19,21,0.04744
2015,2,19,22,0.0492
2015,2,19,23,0.04494
2015,2,20,0,0.04244
2015,2,20,1,0.03799
2015,2,20,2,0.0349
2015,2,20,3,0.0349
2015,2,20,4,0.0349
2015,2,20,5,0.04105
2015,2,20,6,0.04929
2015,2,20,7,0.05643
2015,2,20,8,0.05418
2015,2,20,9,0.0592
2015,2,20,10,0.05744
2015,2,20,11,0.05704
2015,2,20,12,0.05345
2015,2,20,13,0.05783
2015,2,20,14,0.052
2015,2,20,15,0.051
2015,2,20,16,0.051
2015,2,20,17,0.051
2015,2,20,18,0.053
2015,2,20,19,0.05
2015,2,20,20,0.05196
2015,2,20,21,0.04993
2015,2,20,22,0.05199
2015,2,20,23,0.05093
2015,2,21,0,0.05003
2015,2,21,1,0.0451
2015,2,21,2,0.04125
2015,2,21,3,0.0391
2015,2,21,4,0.03749
2015,2,21,5,0.03994
2015,2,21,6,0.04263
2015,2,21,7,0.04742
2015,2,21,8,0.04724
2015,2,21,9,0.05278
2015,2,21,10,0.05597
2015,2,21,11,0.05996
2015,2,21,12,0.0537
2015,2,21,13,0.04934
2015,2,21,14,0.04805
2015,2,21,15,0.04506
2015,2,21,16,0.04493
2015,2,21,17,0.04864
2015,2,21,18,0.06106
2015,2,21,19,0.05177
2015,2,21,20,0.04499
2015,2,21,21,0.04581
2015,2,21,22,0.04244
2015,2,21,23,0.05077
2015,2,22,0,0.04177
2015,2,22,1,0.03926
2015,2,22,2,0.03974
2015,2,22,3,0.03526
2015,2,22,4,0.03221
2015,2,22,5,0.03223
2015,2,22,6,0.0334
2015,2,22,7,0.03588
2015,2,22,8,0.04398
2015,2,22,9,0.04405
2015,2,22,10,0.04494
2015,2,22,11,0.04756
2015,2,22,12,0.04355
2015,2,22,13,0.04
2015,2,22,14,0.03494
2015,2,22,15,0.03494
2015,2,22,16,0.03502
2015,2,22,17,0.03994
2015,2,22,18,0.05994
2015,2,22,19,0.053
2015,2,22,20,0.04899
2015,2,22,21,0.0436
2015,2,22,22,0.0411
2015,2,22,23,0.03996
2015,2,23,0,0.03499
2015,2,23,1,0.03242
2015,2,23,2,0.03545
2015,2,23,3,0.032
2015,2,23,4,0.03174
2015,2,23,5,0.03546
2015,2,23,6,0.04499
2015,2,23,7,0.05328
2015,2,23,8,0.05808
2015,2,23,9,0.06141
2015,2,23,10,0.06311
2015,2,23,11,0.05402
2015,2,23,12,0.05567
2015,2,23,13,0.05057
2015,2,23,14,0.04903
2015,2,23,15,0.04407
2015,2,23,16,0.04066
2015,2,23,17,0.04256
2015,2,23,18,0.053
2015,2,23,19,0.04744
2015,2,23,20,0.04699
2015,2,23,21,0.0465
2015,2,23,22,0.04702
2015,2,23,23,0.04
2015,2,24,0,0.03994
2015,2,24,1,0.0358
2015,2,24,2,0.0348
2015,2,24,3,0.0321
2015,2,24,4,0.03091
2015,2,24,5,0.0329
2015,2,24,6,0.03994
2015,2,24,7,0.05
2015,2,24,8,0.04494
2015,2,24,9,0.05229
2015,2,24,10,0.05252
2015,2,24,11,0.0512
2015,2,24,12,0.04841
2015,2,24,13,0.04687
2015,2,24,14,0.04615
2015,2,24,15,0.04112
2015,2,24,16,0.04231
2015,2,24,17,0.04793
2015,2,24,18,0.05495
2015,2,24,19,0.05291
2015,2,24,20,0.048
2015,2,24,21,0.04711
2015,2,24,22,0.04494
2015,2,24,23,0.038
2015,2,25,0,0.03744
2015,2,25,1,0.0363
2015,2,25,2,0.0349
2015,2,25,3,0.0349
2015,2,25,4,0.0331
2015,2,25,5,0.03358
2015,2,25,6,0.04297
2015,2,25,7,0.0515
2015,2,25,8,0.0499
2015,2,25,9,0.04961
2015,2,25,10,0.05
2015,2,25,11,0.05166
2015,2,25,12,0.04799
2015,2,25,13,0.04994
2015,2,25,14,0.04687
2015,2,25,15,0.04696
2015,2,25,16,0.04993
2015,2,25,17,0.04991
2015,2,25,18,0.06834
2015,2,25,19,0.06216
2015,2,25,20,0.05225
2015,2,25,21,0.04766
2015,2,25,22,0.048
2015,2,25,23,0.04834
2015,2,26,0,0.04643
2015,2,26,1,0.04292
2015,2,26,2,0.04196
2015,2,26,3,0.03827
2015,2,26,4,0.03628
2015,2,26,5,0.038
2015,2,26,6,0.04738
2015,2,26,7,0.0552
2015,2,26,8,0.05564
2015,2,26,9,0.05789
2015,2,26,10,0.05216
2015,2,26,11,0.052
2015,2,26,12,0.05202
2015,2,26,13,0.04972
2015,2,26,14,0.04831
2015,2,26,15,0.04494
2015,2,26,16,0.04345
2015,2,26,17,0.04494
2015,2,26,18,0.05312
2015,2,26,19,0.056
2015,2,26,20,0.05315
2015,2,26,21,0.04882
2015,2,26,22,0.04638
2015,2,26,23,0.0438
2015,2,27,0,0.04498
2015,2,27,1,0.03929
2015,2,27,2,0.03938
2015,2,27,3,0.03161
2015,2,27,4,0.0333
2015,2,27,5,0.03772
2015,2,27,6,0.04442
2015,2,27,7,0.05202
2015,2,27,8,0.05521
2015,2,27,9,0.05432
2015,2,27,10,0.05423
2015,2,27,11,0.05453
2015,2,27,12,0.05501
2015,2,27,13,0.05499
2015,2,27,14,0.04919
2015,2,27,15,0.0429
2015,2,27,16,0.04494
2015,2,27,17,0.05697
2015,2,27,18,0.06406
2015,2,27,19,0.06071
2015,2,27,20,0.05456
2015,2,27,21,0.05037
2015,2,27,22,0.04994
2015,2,27,23,0.05
2015,2,28,0,0.0541
2015,2,28,1,0.04996
2015,2,28,2,0.03994
2015,2,28,3,0.03827
2015,2,28,4,0.0371
2015,2,28,5,0.036
2015,2,28,6,0.04152
2015,2,28,7,0.04464
2015,2,28,8,0.04848
2015,2,28,9,0.05348
2015,2,28,10,0.0518
2015,2,28,11,0.04878
2015,2,28,12,0.04473
2015,2,28,13,0.04349
2015,2,28,14,0.04186
2015,2,28,15,0.0425
2015,2,28,16,0.04138
2015,2,28,17,0.04373
2015,2,28,18,0.05492
2015,2,28,19,0.05661
2015,2,28,20,0.05115
2015,2,28,21,0.04451
2015,2,28,22,0.04
2015,2,28,23,0.039
2015,3,1,0,0.03562
2015,3,1,1,0.0309
2015,3,1,2,0.0267
2015,3,1,3,0.02666
2015,3,1,4,0.02135
2015,3,1,5,0.01985
2015,3,1,6,0.02028
2015,3,1,7,0.02129
2015,3,1,8,0.02124
2015,3,1,9,0.02522
2015,3,1,10,0.02513
2015,3,1,11,0.0271
2015,3,1,12,0.03039
2015,3,1,13,0.025
2015,3,1,14,0.02378
2015,3,1,15,0.02412
2015,3,1,16,0.02994
2015,3,1,17,0.03496
2015,3,1,18,0.04472
2015,3,1,19,0.06
2015,3,1,20,0.04472
2015,3,1,21,0.04143
2015,3,1,22,0.03994
2015,3,1,23,0.0307
2015,3,2,0,0.025
2015,3,2,1,0.02036
2015,3,2,2,0.02027
2015,3,2,3,0.02146
2015,3,2,4,0.02262
2015,3,2,5,0.02108
2015,3,2,6,0.03994
2015,3,2,7,0.0658
2015,3,2,8,0.06494
2015,3,2,9,0.06896
2015,3,2,10,0.05555
2015,3,2,11,0.0539
2015,3,2,12,0.05096
2015,3,2,13,0.04905
2015,3,2,14,0.04747
2015,3,2,15,0.04594
2015,3,2,16,0.04594
2015,3,2,17,0.05763
2015,3,2,18,0.05999
2015,3,2,19,0.07016
2015,3,2,20,0.06156
2015,3,2,21,0.05548
2015,3,2,22,0.05225
2015,3,2,23,0.05094
2015,3,3,0,0.05179
2015,3,3,1,0.04737
2015,3,3,2,0.04512
2015,3,3,3,0.04323
2015,3,3,4,0.041
2015,3,3,5,0.03999
2015,3,3,6,0.04494
2015,3,3,7,0.05244
2015,3,3,8,0.06019
2015,3,3,9,0.0635
2015,3,3,10,0.05688
2015,3,3,11,0.0543
2015,3,3,12,0.05107
2015,3,3,13,0.04954
2015,3,3,14,0.04608
2015,3,3,15,0.04512
2015,3,3,16,0.04697
2015,3,3,17,0.05078
2015,3,3,18,0.0559
2015,3,3,19,0.06732
2015,3,3,20,0.04494
2015,3,3,21,0.045
2015,3,3,22,0.046
2015,3,3,23,0.04863
2015,3,4,0,0.04399
2015,3,4,1,0.04064
2015,3,4,2,0.0363
2015,3,4,3,0.03414
2015,3,4,4,0.03414
2015,3,4,5,0.03994
2015,3,4,6,0.04306
2015,3,4,7,0.05205
2015,3,4,8,0.05713
2015,3,4,9,0.06042
2015,3,4,10,0.05408
2015,3,4,11,0.05241
2015,3,4,12,0.04494
2015,3,4,13,0.04494
2015,3,4,14,0.04421
2015,3,4,15,0.04055
2015,3,4,16,0.04068
2015,3,4,17,0.0445
2015,3,4,18,0.04748
2015,3,4,19,0.04368
2015,3,4,20,0.045
2015,3,4,21,0.04494
2015,3,4,22,0.041
2015,3,4,23,0.036
2015,3,5,0,0.03905
2015,3,5,1,0.04112
2015,3,5,2,0.04105
2015,3,5,3,0.03993
2015,3,5,4,0.03993
2015,3,5,5,0.04143
2015,3,5,6,0.0425
2015,3,5,7,0.04494
2015,3,5,8,0.06498
2015,3,5,9,0.06584
2015,3,5,10,0.05465
2015,3,5,11,0.05095
2015,3,5,12,0.04924
2015,3,5,13,0.0444
2015,3,5,14,0.04337
2015,3,5,15,0.03994
2015,3,5,16,0.04017
2015,3,5,17,0.04571
2015,3,5,18,0.06624
2015,3,5,19,0.0685
2015,3,5,20,0.05399
2015,3,5,21,0.04709
2015,3,5,22,0.04876
2015,3,5,23,0.04545
2015,3,6,0,0.04273
2015,3,6,1,0.041
2015,3,6,2,0.03994
2015,3,6,3,0.03931
2015,3,6,4,0.0391
2015,3,6,5,0.03994
2015,3,6,6,0.04744
2015,3,6,7,0.05934
2015,3,6,8,0.06704
2015,3,6,9,0.0663
2015,3,6,10,0.057
2015,3,6,11,0.05297
2015,3,6,12,0.05048
2015,3,6,13,0.05048
2015,3,6,14,0.04933
2015,3,6,15,0.04494
2015,3,6,16,0.0417
2015,3,6,17,0.04598
2015,3,6,18,0.05961
2015,3,6,19,0.062
2015,3,6,20,0.04744
2015,3,6,21,0.04744
2015,3,6,22,0.04244
2015,3,6,23,0.04496
2015,3,7,0,0.0471
2015,3,7,1,0.03505
2015,3,7,2,0.03398
2015,3,7,3,0.03301
2015,3,7,4,0.03246
2015,3,7,5,0.03219
2015,3,7,6,0.03526
2015,3,7,7,0.03994
2015,3,7,8,0.04561
2015,3,7,9,0.04818
2015,3,7,10,0.04614
2015,3,7,11,0.04127
2015,3,7,12,0.04032
2015,3,7,13,0.03496
2015,3,7,14,0.03135
2015,3,7,15,0.02611
2015,3,7,16,0.02996
2015,3,7,17,0.03804
2015,3,7,18,0.0461
2015,3,7,19,0.0564
2015,3,7,20,0.0531
2015,3,7,21,0.04653
2015,3,7,22,0.04354
2015,3,7,23,0.04
2015,3,8,0,0.03445
2015,3,8,1,0.03463
2015,3,8,2,0.035
2015,3,8,3,0.03281
2015,3,8,4,0.03281
2015,3,8,5,0.03281
2015,3,8,6,0.03281
2015,3,8,7,0.03281
2015,3,8,8,0.03343
2015,3,8,9,0.03244
2015,3,8,10,0.02402
2015,3,8,11,0.02186
2015,3,8,12,0.02422
2015,3,8,13,0.02109
2015,3,8,14,0.02494
2015,3,8,15,0.02146
2015,3,8,16,0.027
2015,3,8,17,0.0377
2015,3,8,18,0.048
2015,3,8,19,0.0727
2015,3,8,20,0.04494
2015,3,8,21,0.04255
2015,3,8,22,0.04149
2015,3,8,23,0.0412
2015,3,9,0,0.0375
2015,3,9,1,0.035
2015,3,9,2,0.03301
2015,3,9,3,0.03237
2015,3,9,4,0.02881
2015,3,9,5,0.0338
2015,3,9,6,0.04297
2015,3,9,7,0.05032
2015,3,9,8,0.05665
2015,3,9,9,0.0553
2015,3,9,10,0.05141
2015,3,9,11,0.05
2015,3,9,12,0.04501
2015,3,9,13,0.04463
2015,3,9,14,0.0415
2015,3,9,15,0.03953
2015,3,9,16,0.04
2015,3,9,17,0.04536
2015,3,9,18,0.05901
2015,3,9,19,0.06597
2015,3,9,20,0.05001
2015,3,9,21,0.04244
2015,3,9,22,0.04355
2015,3,9,23,0.038
2015,3,10,0,0.03744
2015,3,10,1,0.03393
2015,3,10,2,0.03225
2015,3,10,3,0.0338
2015,3,10,4,0.0343
2015,3,10,5,0.03744
2015,3,10,6,0.04427
2015,3,10,7,0.04899
2015,3,10,8,0.04494
2015,3,10,9,0.05115
2015,3,10,10,0.04494
2015,3,10,11,0.04255
2015,3,10,12,0.04004
2015,3,10,13,0.04004
2015,3,10,14,0.03996
2015,3,10,15,0.03994
2015,3,10,16,0.04006
2015,3,10,17,0.04494
2015,3,10,18,0.05737
2015,3,10,19,0.06518
2015,3,10,20,0.05098
2015,3,10,21,0.04893
2015,3,10,22,0.04494
2015,3,10,23,0.043
2015,3,11,0,0.04202
2015,3,11,1,0.03769
2015,3,11,2,0.03886
2015,3,11,3,0.03553
2015,3,11,4,0.0349
2015,3,11,5,0.0375
2015,3,11,6,0.04596
2015,3,11,7,0.05268
2015,3,11,8,0.05661
2015,3,11,9,0.0581
2015,3,11,10,0.05316
2015,3,11,11,0.05132
2015,3,11,12,0.04818
2015,3,11,13,0.04607
2015,3,11,14,0.04102
2015,3,11,15,0.03961
2015,3,11,16,0.04
2015,3,11,17,0.04281
2015,3,11,18,0.05286
2015,3,11,19,0.06645
2015,3,11,20,0.05163
2015,3,11,21,0.04537
2015,3,11,22,0.04512
2015,3,11,23,0.04512
2015,3,12,0,0.04244
2015,3,12,1,0.03944
2015,3,12,2,0.03715
2015,3,12,3,0.03726
2015,3,12,4,0.03263
2015,3,12,5,0.03671
2015,3,12,6,0.04655
2015,3,12,7,0.05539
2015,3,12,8,0.05813
2015,3,12,9,0.05803
2015,3,12,10,0.0514
2015,3,12,11,0.04835
2015,3,12,12,0.04544
2015,3,12,13,0.04299
2015,3,12,14,0.04005
2015,3,12,15,0.03996
2015,3,12,16,0.04078
2015,3,12,17,0.04201
2015,3,12,18,0.05202
2015,3,12,19,0.062
2015,3,12,20,0.05298
2015,3,12,21,0.04521
2015,3,12,22,0.045
2015,3,12,23,0.04239
2015,3,13,0,0.03855
2015,3,13,1,0.03806
2015,3,13,2,0.03824
2015,3,13,3,0.03745
2015,3,13,4,0.03111
2015,3,13,5,0.03488
2015,3,13,6,0.04494
2015,3,13,7,0.0522
2015,3,13,8,0.06027
2015,3,13,9,0.06
2015,3,13,10,0.05167
2015,3,13,11,0.04808
2015,3,13,12,0.045
2015,3,13,13,0.04328
2015,3,13,14,0.04351
2015,3,13,15,0.0416
2015,3,13,16,0.0416
2015,3,13,17,0.04494
2015,3,13,18,0.04802
2015,3,13,19,0.05719
2015,3,13,20,0.05201
2015,3,13,21,0.0477
2015,3,13,22,0.04663
2015,3,13,23,0.04632
2015,3,14,0,0.0442
2015,3,14,1,0.04108
2015,3,14,2,0.03804
2015,3,14,3,0.03693
2015,3,14,4,0.03417
2015,3,14,5,0.03514
2015,3,14,6,0.038
2015,3,14,7,0.0384
2015,3,14,8,0.0415
2015,3,14,9,0.05
2015,3,14,10,0.04662
2015,3,14,11,0.04634
2015,3,14,12,0.04244
2015,3,14,13,0.04065
2015,3,14,14,0.03912
2015,3,14,15,0.03849
2015,3,14,16,0.04
2015,3,14,17,0.04897
2015,3,14,18,0.0522
2015,3,14,19,0.0693
2015,3,14,20,0.0522
2015,3,14,21,0.0454
2015,3,14,22,0.04689
2015,3,14,23,0.04543
2015,3,15,0,0.04432
2015,3,15,1,0.039
2015,3,15,2,0.03775
2015,3,15,3,0.033
2015,3,15,4,0.03192
2015,3,15,5,0.02928
2015,3,15,6,0.02917
2015,3,15,7,0.02952
2015,3,15,8,0.03406
2015,3,15,9,0.03756
2015,3,15,10,0.04
2015,3,15,11,0.04274
2015,3,15,12,0.0442
2015,3,15,13,0.04075
2015,3,15,14,0.03994
2015,3,15,15,0.03985
2015,3,15,16,0.03994
2015,3,15,17,0.04244
2015,3,15,18,0.04496
2015,3,15,19,0.0659
2015,3,15,20,0.06
2015,3,15,21,0.05283
2015,3,15,22,0.052
2015,3,15,23,0.0498
2015,3,16,0,0.03797
2015,3,16,1,0.03435
2015,3,16,2,0.03299
2015,3,16,3,0.03808
2015,3,16,4,0.03744
2015,3,16,5,0.03679
2015,3,16,6,0.04006
2015,3,16,7,0.04744
2015,3,16,8,0.05831
2015,3,16,9,0.057
2015,3,16,10,0.042
2015,3,16,11,0.04
2015,3,16,12,0.0421
2015,3,16,13,0.0421
2015,3,16,14,0.04
2015,3,16,15,0.03996
2015,3,16,16,0.04
2015,3,16,17,0.04244
2015,3,16,18,0.049
2015,3,16,19,0.072
2015,3,16,20,0.05744
2015,3,16,21,0.04
2015,3,16,22,0.04
2015,3,16,23,0.04
2015,3,17,0,0.04831
2015,3,17,1,0.04122
2015,3,17,2,0.0396
2015,3,17,3,0.03499
2015,3,17,4,0.03446
2015,3,17,5,0.03315
2015,3,17,6,0.04
2015,3,17,7,0.04994
2015,3,17,8,0.05967
2015,3,17,9,0.05706
2015,3,17,10,0.05076
2015,3,17,11,0.04818
2015,3,17,12,0.04603
2015,3,17,13,0.04585
2015,3,17,14,0.044
2015,3,17,15,0.03994
2015,3,17,16,0.04042
2015,3,17,17,0.0445
2015,3,17,18,0.04792
2015,3,17,19,0.06
2015,3,17,20,0.05245
2015,3,17,21,0.04244
2015,3,17,22,0.04
2015,3,17,23,0.0421
2015,3,18,0,0.03181
2015,3,18,1,0.03181
2015,3,18,2,0.03166
2015,3,18,3,0.0311
2015,3,18,4,0.03075
2015,3,18,5,0.03075
2015,3,18,6,0.03891
2015,3,18,7,0.04744
2015,3,18,8,0.05287
2015,3,18,9,0.05466
2015,3,18,10,0.0463
2015,3,18,11,0.04244
2015,3,18,12,0.04
2015,3,18,13,0.03996
2015,3,18,14,0.03994
2015,3,18,15,0.03871
2015,3,18,16,0.03994
2015,3,18,17,0.04345
2015,3,18,18,0.05207
2015,3,18,19,0.06004
2015,3,18,20,0.05063
2015,3,18,21,0.04227
2015,3,18,22,0.03999
2015,3,18,23,0.033
2015,3,19,0,0.03111
2015,3,19,1,0.0316
2015,3,19,2,0.02989
2015,3,19,3,0.0283
2015,3,19,4,0.02816
2015,3,19,5,0.03108
2015,3,19,6,0.04196
2015,3,19,7,0.05093
2015,3,19,8,0.05048
2015,3,19,9,0.05833
2015,3,19,10,0.05244
2015,3,19,11,0.055
2015,3,19,12,0.042
2015,3,19,13,0.03994
2015,3,19,14,0.039
2015,3,19,15,0.03807
2015,3,19,16,0.039
2015,3,19,17,0.04391
2015,3,19,18,0.0548
2015,3,19,19,0.06567
2015,3,19,20,0.04851
2015,3,19,21,0.04291
2015,3,19,22,0.042
2015,3,19,23,0.03611
2015,3,20,0,0.037
2015,3,20,1,0.03496
2015,3,20,2,0.03196
2015,3,20,3,0.02946
2015,3,20,4,0.02866
2015,3,20,5,0.03075
2015,3,20,6,0.03922
2015,3,20,7,0.04542
2015,3,20,8,0.0442
2015,3,20,9,0.05999
2015,3,20,10,0.07494
2015,3,20,11,0.05199
2015,3,20,12,0.04244
2015,3,20,13,0.04
2015,3,20,14,0.03883
2015,3,20,15,0.03809
2015,3,20,16,0.03844
2015,3,20,17,0.04044
2015,3,20,18,0.04609
2015,3,20,19,0.055
2015,3,20,20,0.04984
2015,3,20,21,0.047
2015,3,20,22,0.04512
2015,3,20,23,0.04199
2015,3,21,0,0.03224
2015,3,21,1,0.03086
2015,3,21,2,0.02771
2015,3,21,3,0.02873
2015,3,21,4,0.02836
2015,3,21,5,0.02711
2015,3,21,6,0.02902
2015,3,21,7,0.02959
2015,3,21,8,0.03592
2015,3,21,9,0.03514
2015,3,21,10,0.03499
2015,3,21,11,0.03994
2015,3,21,12,0.03744
2015,3,21,13,0.03494
2015,3,21,14,0.03244
2015,3,21,15,0.033
2015,3,21,16,0.03392
2015,3,21,17,0.03499
2015,3,21,18,0.03832
2015,3,21,19,0.03994
2015,3,21,20,0.03996
2015,3,21,21,0.03994
2015,3,21,22,0.03494
2015,3,21,23,0.03039
2015,3,22,0,0.03299
2015,3,22,1,0.03164
2015,3,22,2,0.0313
2015,3,22,3,0.02748
2015,3,22,4,0.02571
2015,3,22,5,0.02374
2015,3,22,6,0.02313
2015,3,22,7,0.02341
2015,3,22,8,0.02851
2015,3,22,9,0.02444
2015,3,22,10,0.02756
2015,3,22,11,0.02756
2015,3,22,12,0.03211
2015,3,22,13,0.02756
2015,3,22,14,0.02756
2015,3,22,15,0.025
2015,3,22,16,0.02996
2015,3,22,17,0.03494
2015,3,22,18,0.03994
2015,3,22,19,0.05152
2015,3,22,20,0.05396
2015,3,22,21,0.04977
2015,3,22,22,0.042
2015,3,22,23,0.03996
2015,3,23,0,0.03096
2015,3,23,1,0.02996
2015,3,23,2,0.0286
2015,3,23,3,0.0291
2015,3,23,4,0.02812
2015,3,23,5,0.03164
2015,3,23,6,0.04699
2015,3,23,7,0.05759
2015,3,23,8,0.05568
2015,3,23,9,0.0475
2015,3,23,10,0.04073
2015,3,23,11,0.04
2015,3,23,12,0.03994
2015,3,23,13,0.03904
2015,3,23,14,0.03828
2015,3,23,15,0.03827
